,Kod stacji,Nazwa stacji,Rok,Miesiąc,Absolutna temperatura maksymalna (C),Średnia temperatura maksymalna (C),Absolutna temperatura minimalna,Średnia temperatura minimalna,Średnia temperatura miesięczna,Minimalna temperatura przy gruncie,Miesieczna suma opadów (mm),Maksymalna dobowa suma opadów,Pierwszy dzień wystapienia opadu maksymalnego,Ostatni dzień wystąpienia opadu maksymalnego,Maksymalna wysokość pokrywy śnieżnej (cm),Liczba dni z pokrywą śnieżną,Liczba dni z opadem deszczu,Liczba dni z opadem śniegu,Data,Województwo
1212,251200030,SKIERNIEWICE,2013,2,7.0,1.4,-14.7,-3.4,-1.0,-22.9,28.7,5.9,7.0,,12.0,17,6,10,2013-02-01,Łódzkie
1498,252220030,SZEPIETOWO,2013,2,4.5,0.5,-12.0,-3.4,-1.6,-18.7,29.8,6.7,7.0,,37.0,22,1,12,2013-02-01,Podlaskie
840,250190390,KRAKÓW-OBSERWATORIUM,2013,2,8.9,2.6,-8.9,-1.5,0.2,-14.7,31.4,8.6,7.0,,14.0,22,4,14,2013-02-01,Małopolskie
1439,252200150,WARSZAWA-BIELANY,2013,3,14.6,2.2,-15.2,-4.9,-1.7,-17.8,33.2,10.2,31.0,,13.0,23,0,12,2013-03-01,Mazowieckie
1427,252200120,LEGIONOWO,2013,3,14.6,2.0,-14.0,-5.7,-2.2,-18.8,34.8,13.9,31.0,,9.0,23,0,13,2013-03-01,Mazowieckie
434,249220040,DYNÓW,2013,3,11.4,2.6,-23.1,-4.8,-1.5,-23.8,56.9,14.6,14.0,,32.0,18,9,8,2013-03-01,Podkarpackie
1213,251200030,SKIERNIEWICE,2013,3,14.0,1.6,-18.5,-6.9,-3.0,-24.7,44.5,14.4,31.0,,25.0,24,0,12,2013-03-01,Łódzkie
841,250190390,KRAKÓW-OBSERWATORIUM,2013,3,16.3,3.8,-13.1,-3.1,-0.2,-13.9,62.3,12.3,21.0,,13.0,14,6,13,2013-03-01,Małopolskie
1391,252180080,KO£UDA WIELKA,2013,3,11.6,1.7,-15.8,-6.0,-2.7,-20.7,19.6,5.2,31.0,,13.0,23,0,10,2013-03-01,Kujawsko-Pomorskie
1249,251210120,PU£AWY,2013,3,14.0,2.4,-13.9,-4.8,-1.6,-20.3,49.8,15.5,31.0,,17.0,25,0,14,2013-03-01,Lubelskie
1343,252160230,WIELICHOWO,2013,3,12.9,2.9,-21.0,-6.4,-2.3,-22.9,27.7,4.9,10.0,,20.0,24,0,16,2013-03-01,Wielkopolskie
1859,254200080,LIDZBARK WARMIÑSKI,2013,3,10.9,0.7,-19.4,-7.6,-3.8,-23.7,23.7,7.1,31.0,,13.0,22,0,8,2013-03-01,Warmińsko-Mazurskie
1499,252220030,SZEPIETOWO,2013,3,8.9,0.2,-14.2,-6.2,-3.3,-20.3,18.5,7.4,31.0,,20.0,30,1,10,2013-03-01,Podlaskie
1201,251190050,PUCZNIEW,2013,3,13.8,1.7,-23.0,-6.8,-3.0,-27.7,51.4,13.6,31.0,,15.0,24,0,13,2013-03-01,Łódzkie
1475,252210050,PU£TUSK,2013,3,13.9,2.2,-16.3,-7.0,-2.6,-22.9,35.2,14.0,31.0,,17.0,23,0,8,2013-03-01,Mazowieckie
1500,252220030,SZEPIETOWO,2013,4,22.7,11.0,-6.1,2.1,6.4,-9.6,65.9,18.1,3.0,,37.0,12,9,4,2013-04-01,Podlaskie
842,250190390,KRAKÓW-OBSERWATORIUM,2013,4,28.2,15.5,-4.6,4.7,9.8,-6.7,20.2,6.0,3.0,,8.0,5,8,3,2013-04-01,Małopolskie
1428,252200120,LEGIONOWO,2013,4,25.8,12.8,-3.5,3.1,7.8,-8.1,58.1,14.0,27.0,,18.0,11,13,4,2013-04-01,Mazowieckie
1250,251210120,PU£AWY,2013,4,25.6,14.1,-4.4,4.1,8.8,-7.0,46.3,16.6,3.0,,23.0,9,7,5,2013-04-01,Lubelskie
435,249220040,DYNÓW,2013,4,26.5,14.5,-4.1,3.2,8.7,-5.2,39.4,12.4,3.0,,10.0,7,8,3,2013-04-01,Podkarpackie
1860,254200080,LIDZBARK WARMIÑSKI,2013,4,24.0,11.3,-10.2,1.4,6.1,-17.4,28.5,11.2,4.0,,26.0,11,10,6,2013-04-01,Warmińsko-Mazurskie
1344,252160230,WIELICHOWO,2013,4,27.5,14.2,-3.6,3.4,8.5,-4.1,23.1,5.0,27.0,,10.0,6,13,3,2013-04-01,Wielkopolskie
1202,251190050,PUCZNIEW,2013,4,25.9,12.8,-5.7,3.1,7.7,-7.5,32.1,16.2,27.0,,20.0,8,11,5,2013-04-01,Łódzkie
1440,252200150,WARSZAWA-BIELANY,2013,4,26.0,13.0,-2.4,4.5,8.5,-8.9,50.4,12.5,3.0,,27.0,11,9,3,2013-04-01,Mazowieckie
1392,252180080,KO£UDA WIELKA,2013,4,25.1,12.6,-6.1,2.8,7.5,-6.6,12.9,4.5,13.0,,12.0,6,8,3,2013-04-01,Kujawsko-Pomorskie
1476,252210050,PU£TUSK,2013,4,23.3,12.3,-6.7,2.2,7.3,-7.3,67.7,18.3,27.0,,24.0,9,8,3,2013-04-01,Mazowieckie
1214,251200030,SKIERNIEWICE,2013,4,25.8,12.6,-4.2,2.9,7.7,-8.2,49.5,19.7,27.0,,26.0,10,10,4,2013-04-01,Łódzkie
1251,251210120,PU£AWY,2013,5,27.2,20.7,5.5,10.6,15.6,3.5,103.3,44.3,24.0,,0.0,0,12,0,2013-05-01,Lubelskie
436,249220040,DYNÓW,2013,5,26.6,20.2,4.9,8.6,14.3,3.3,74.6,16.1,26.0,,0.0,0,17,0,2013-05-01,Podkarpackie
1393,252180080,KO£UDA WIELKA,2013,5,30.4,19.6,6.7,9.7,14.6,3.3,70.7,13.8,24.0,,0.0,0,15,0,2013-05-01,Kujawsko-Pomorskie
1345,252160230,WIELICHOWO,2013,5,28.8,20.2,2.8,9.1,14.6,0.9,64.7,21.2,30.0,,0.0,0,15,0,2013-05-01,Wielkopolskie
843,250190390,KRAKÓW-OBSERWATORIUM,2013,5,28.7,20.5,6.5,10.5,15.1,5.9,95.8,34.5,2.0,,0.0,0,15,0,2013-05-01,Małopolskie
1215,251200030,SKIERNIEWICE,2013,5,27.3,19.5,5.4,9.5,14.6,1.6,127.3,22.2,27.0,,0.0,0,16,0,2013-05-01,Łódzkie
1441,252200150,WARSZAWA-BIELANY,2013,5,28.1,20.7,6.9,11.3,16.0,4.6,121.1,40.5,24.0,,0.0,0,15,0,2013-05-01,Mazowieckie
1861,254200080,LIDZBARK WARMIÑSKI,2013,5,29.0,21.0,0.2,8.8,15.2,-3.2,33.3,7.8,9.0,,0.0,0,13,0,2013-05-01,Warmińsko-Mazurskie
1501,252220030,SZEPIETOWO,2013,5,26.7,20.3,4.3,9.8,15.3,0.7,104.8,27.7,27.0,,0.0,0,14,0,2013-05-01,Podlaskie
1203,251190050,PUCZNIEW,2013,5,27.9,19.7,4.1,9.4,14.5,0.8,117.2,29.1,27.0,,0.0,0,16,0,2013-05-01,Łódzkie
1477,252210050,PU£TUSK,2013,5,27.3,20.5,5.5,9.8,15.4,1.8,157.7,75.0,24.0,,0.0,0,16,0,2013-05-01,Mazowieckie
1429,252200120,LEGIONOWO,2013,5,28.0,20.6,5.8,10.5,15.6,2.0,121.0,40.8,24.0,,0.0,0,15,0,2013-05-01,Mazowieckie
1430,252200120,LEGIONOWO,2013,6,33.4,24.0,8.6,13.5,18.8,4.8,80.8,17.5,9.0,,0.0,0,17,0,2013-06-01,Mazowieckie
1394,252180080,KO£UDA WIELKA,2013,6,31.2,22.6,6.2,12.3,17.7,5.5,86.1,33.6,9.0,,0.0,0,10,0,2013-06-01,Kujawsko-Pomorskie
1502,252220030,SZEPIETOWO,2013,6,29.3,23.2,9.6,12.7,18.0,8.0,85.9,24.0,25.0,,0.0,0,15,0,2013-06-01,Podlaskie
1478,252210050,PU£TUSK,2013,6,31.8,24.1,8.7,12.7,18.6,7.3,124.0,36.2,4.0,,0.0,0,12,0,2013-06-01,Mazowieckie
1862,254200080,LIDZBARK WARMIÑSKI,2013,6,32.7,23.3,5.6,11.7,17.8,1.5,110.7,22.8,25.0,,0.0,0,15,0,2013-06-01,Warmińsko-Mazurskie
1442,252200150,WARSZAWA-BIELANY,2013,6,32.8,23.7,10.7,14.5,18.9,9.1,106.6,38.9,9.0,,0.0,0,17,0,2013-06-01,Mazowieckie
1216,251200030,SKIERNIEWICE,2013,6,33.3,23.1,9.1,13.1,18.1,7.8,149.3,48.1,4.0,,0.0,0,12,0,2013-06-01,Łódzkie
844,250190390,KRAKÓW-OBSERWATORIUM,2013,6,34.5,23.2,9.5,14.2,18.3,8.5,228.8,55.9,24.0,,0.0,0,19,0,2013-06-01,Małopolskie
437,249220040,DYNÓW,2013,6,31.3,23.3,7.1,12.8,17.9,6.9,86.7,17.6,6.0,,0.0,0,17,0,2013-06-01,Podkarpackie
1252,251210120,PU£AWY,2013,6,33.4,24.1,9.5,14.1,18.9,7.6,94.2,18.2,4.0,,0.0,0,16,0,2013-06-01,Lubelskie
1346,252160230,WIELICHOWO,2013,6,33.7,22.8,6.3,11.6,17.6,5.3,96.0,35.0,25.0,,0.0,0,17,0,2013-06-01,Wielkopolskie
1204,251190050,PUCZNIEW,2013,6,31.5,22.5,6.8,12.6,17.6,4.2,108.3,23.7,24.0,,0.0,0,16,0,2013-06-01,Łódzkie
1347,252160230,WIELICHOWO,2013,7,33.6,26.6,6.8,12.4,20.1,3.2,86.5,49.0,29.0,,0.0,0,13,0,2013-07-01,Wielkopolskie
1217,251200030,SKIERNIEWICE,2013,7,36.3,25.9,8.4,13.2,19.9,6.8,17.7,6.2,12.0,,0.0,0,7,0,2013-07-01,Łódzkie
438,249220040,DYNÓW,2013,7,34.3,25.2,6.7,11.4,18.5,5.9,47.1,13.9,12.0,,0.0,0,9,0,2013-07-01,Podkarpackie
1863,254200080,LIDZBARK WARMIÑSKI,2013,7,30.5,23.4,8.3,12.1,17.9,2.4,44.3,19.9,12.0,,0.0,0,12,0,2013-07-01,Warmińsko-Mazurskie
1443,252200150,WARSZAWA-BIELANY,2013,7,36.5,25.7,9.3,14.8,20.3,8.6,12.2,7.7,13.0,,0.0,0,5,0,2013-07-01,Mazowieckie
1395,252180080,KO£UDA WIELKA,2013,7,33.7,25.0,7.9,12.6,19.1,7.0,57.2,14.5,12.0,,0.0,0,15,0,2013-07-01,Kujawsko-Pomorskie
1205,251190050,PUCZNIEW,2013,7,35.8,25.6,6.8,12.4,19.3,3.6,44.9,23.6,12.0,,0.0,0,7,0,2013-07-01,Łódzkie
1479,252210050,PU£TUSK,2013,7,35.9,25.8,5.8,12.1,19.4,4.8,10.5,7.3,13.0,,0.0,0,4,0,2013-07-01,Mazowieckie
845,250190390,KRAKÓW-OBSERWATORIUM,2013,7,36.1,26.8,9.1,14.5,20.3,8.0,68.8,29.4,5.0,,0.0,0,7,0,2013-07-01,Małopolskie
1503,252220030,SZEPIETOWO,2013,7,32.3,24.4,7.5,12.8,18.6,6.1,45.1,26.6,13.0,,0.0,0,8,0,2013-07-01,Podlaskie
1253,251210120,PU£AWY,2013,7,36.1,25.8,7.7,14.0,20.0,5.0,31.9,16.0,13.0,,0.0,0,8,0,2013-07-01,Lubelskie
1431,252200120,LEGIONOWO,2013,7,37.0,26.2,7.9,13.7,20.3,6.4,18.1,11.0,13.0,,0.0,0,5,0,2013-07-01,Mazowieckie
1218,251200030,SKIERNIEWICE,2013,8,37.4,25.5,7.5,12.7,19.0,3.8,38.0,10.5,9.0,,0.0,0,9,0,2013-08-01,Łódzkie
1206,251190050,PUCZNIEW,2013,8,36.2,25.0,6.9,12.0,18.1,3.8,50.3,18.7,19.0,,0.0,0,10,0,2013-08-01,Łódzkie
1444,252200150,WARSZAWA-BIELANY,2013,8,37.0,25.3,7.8,14.5,19.5,6.5,99.8,44.9,9.0,,0.0,0,10,0,2013-08-01,Mazowieckie
1480,252210050,PU£TUSK,2013,8,36.4,25.5,5.8,11.8,18.6,5.4,94.0,32.8,9.0,,0.0,0,8,0,2013-08-01,Mazowieckie
846,250190390,KRAKÓW-OBSERWATORIUM,2013,8,38.3,26.6,8.6,14.0,19.6,8.3,15.7,9.9,20.0,,0.0,0,6,0,2013-08-01,Małopolskie
439,249220040,DYNÓW,2013,8,35.3,25.7,5.5,10.6,17.8,4.4,16.4,9.0,21.0,,0.0,0,6,0,2013-08-01,Podkarpackie
1504,252220030,SZEPIETOWO,2013,8,34.8,24.1,5.9,12.3,18.2,2.2,34.7,14.1,13.0,,0.0,0,11,0,2013-08-01,Podlaskie
1864,254200080,LIDZBARK WARMIÑSKI,2013,8,34.4,24.3,4.1,11.1,17.6,0.5,49.2,11.7,10.0,,0.0,0,13,0,2013-08-01,Warmińsko-Mazurskie
1348,252160230,WIELICHOWO,2013,8,34.5,25.4,6.2,12.1,18.5,5.8,28.6,7.4,6.0,,0.0,0,13,0,2013-08-01,Wielkopolskie
1432,252200120,LEGIONOWO,2013,8,37.4,25.6,8.3,13.3,19.3,5.9,110.9,48.9,21.0,,0.0,0,12,0,2013-08-01,Mazowieckie
1254,251210120,PU£AWY,2013,8,37.4,26.3,8.4,13.4,19.5,4.0,7.5,6.9,21.0,,0.0,0,4,0,2013-08-01,Lubelskie
1396,252180080,KO£UDA WIELKA,2013,8,34.6,24.8,7.9,12.6,18.5,6.8,64.8,21.1,20.0,,0.0,0,12,0,2013-08-01,Kujawsko-Pomorskie
1433,252200120,LEGIONOWO,2013,9,23.4,16.6,-0.8,7.7,11.8,-3.3,98.3,22.2,17.0,,0.0,0,16,0,2013-09-01,Mazowieckie
1505,252220030,SZEPIETOWO,2013,9,24.2,15.8,-0.4,7.9,11.6,-3.4,181.4,49.8,11.0,,0.0,0,18,0,2013-09-01,Podlaskie
1349,252160230,WIELICHOWO,2013,9,25.1,18.0,0.3,7.6,12.3,0.0,51.4,16.1,13.0,,0.0,0,15,0,2013-09-01,Wielkopolskie
1865,254200080,LIDZBARK WARMIÑSKI,2013,9,24.0,16.5,-0.6,7.2,11.5,-1.8,105.4,22.9,2.0,,0.0,0,22,0,2013-09-01,Warmińsko-Mazurskie
847,250190390,KRAKÓW-OBSERWATORIUM,2013,9,24.7,18.2,1.4,8.9,12.7,0.8,72.4,16.2,16.0,,0.0,0,16,0,2013-09-01,Małopolskie
1481,252210050,PU£TUSK,2013,9,23.8,17.0,-2.4,6.5,11.5,-2.7,92.5,32.5,13.0,,0.0,0,16,0,2013-09-01,Mazowieckie
1255,251210120,PU£AWY,2013,9,25.8,17.0,-0.5,7.8,11.9,0.0,57.1,10.5,17.0,,0.0,0,18,0,2013-09-01,Lubelskie
1207,251190050,PUCZNIEW,2013,9,24.4,17.0,-1.1,7.4,11.4,-4.1,70.5,8.7,9.0,,0.0,0,17,0,2013-09-01,Łódzkie
440,249220040,DYNÓW,2013,9,23.1,16.9,-0.7,6.3,10.9,-1.7,52.4,16.4,17.0,,0.0,0,18,0,2013-09-01,Podkarpackie
1219,251200030,SKIERNIEWICE,2013,9,23.9,16.8,0.6,7.8,11.8,-3.2,60.1,18.3,17.0,,0.0,0,16,0,2013-09-01,Łódzkie
1397,252180080,KO£UDA WIELKA,2013,9,22.9,17.0,0.0,7.9,12.0,-1.1,88.4,27.0,13.0,,0.0,0,15,0,2013-09-01,Kujawsko-Pomorskie
1445,252200150,WARSZAWA-BIELANY,2013,9,24.2,16.6,0.9,8.9,12.2,-0.6,80.3,24.1,17.0,,0.0,0,17,0,2013-09-01,Mazowieckie
848,250190390,KRAKÓW-OBSERWATORIUM,2013,10,25.8,17.4,-2.5,6.4,10.7,-3.3,15.1,12.5,16.0,,0.0,0,5,0,2013-10-01,Małopolskie
1350,252160230,WIELICHOWO,2013,10,21.6,16.3,-3.3,5.1,10.0,-3.3,15.1,7.9,17.0,,0.0,0,10,0,2013-10-01,Wielkopolskie
1482,252210050,PU£TUSK,2013,10,20.8,14.3,-3.2,4.8,9.1,-5.4,11.6,3.5,17.0,,0.0,0,8,0,2013-10-01,Mazowieckie
1866,254200080,LIDZBARK WARMIÑSKI,2013,10,19.0,14.0,-4.2,4.8,9.0,-6.9,40.3,26.7,21.0,,0.0,0,11,0,2013-10-01,Warmińsko-Mazurskie
441,249220040,DYNÓW,2013,10,22.1,16.0,-6.0,5.0,9.5,-7.2,24.4,14.7,24.0,,0.0,0,10,0,2013-10-01,Podkarpackie
1256,251210120,PU£AWY,2013,10,22.6,15.5,-2.4,6.0,9.9,-4.7,5.2,2.2,18.0,,0.0,0,6,0,2013-10-01,Lubelskie
1446,252200150,WARSZAWA-BIELANY,2013,10,21.4,14.9,-2.1,7.0,10.3,-3.6,23.5,13.5,20.0,,0.0,0,7,0,2013-10-01,Mazowieckie
1434,252200120,LEGIONOWO,2013,10,21.6,14.8,-4.3,5.8,9.7,-6.9,16.6,7.9,20.0,,0.0,0,6,0,2013-10-01,Mazowieckie
1506,252220030,SZEPIETOWO,2013,10,18.2,13.1,-2.3,5.3,8.8,-5.5,18.1,5.3,24.0,,0.0,0,12,0,2013-10-01,Podlaskie
1398,252180080,KO£UDA WIELKA,2013,10,20.3,14.7,-2.9,5.4,9.6,-4.2,13.2,5.4,15.0,,0.0,0,7,0,2013-10-01,Kujawsko-Pomorskie
1208,251190050,PUCZNIEW,2013,10,21.7,15.5,-3.4,5.7,9.6,-7.2,23.1,11.4,20.0,,0.0,0,7,0,2013-10-01,Łódzkie
1220,251200030,SKIERNIEWICE,2013,10,22.0,15.0,-3.5,5.7,9.8,-7.3,32.5,22.3,20.0,,0.0,0,6,0,2013-10-01,Łódzkie
1435,252200120,LEGIONOWO,2013,11,15.2,8.3,-6.2,2.9,5.4,-11.0,32.6,8.7,3.0,,0.0,0,15,0,2013-11-01,Mazowieckie
1507,252220030,SZEPIETOWO,2013,11,14.3,7.3,-4.6,2.6,4.7,-7.0,40.9,10.4,3.0,,0.0,0,20,0,2013-11-01,Podlaskie
1351,252160230,WIELICHOWO,2013,11,14.1,8.4,-6.9,1.3,4.7,-7.4,39.5,10.4,7.0,,0.0,0,19,0,2013-11-01,Wielkopolskie
1483,252210050,PU£TUSK,2013,11,15.4,8.0,-5.3,3.2,5.4,-7.8,29.6,6.7,3.0,,0.0,0,13,0,2013-11-01,Mazowieckie
849,250190390,KRAKÓW-OBSERWATORIUM,2013,11,19.3,9.3,-3.4,3.1,5.7,-4.6,66.6,17.6,9.0,,0.0,0,15,2,2013-11-01,Małopolskie
1257,251210120,PU£AWY,2013,11,15.9,8.8,-3.1,3.0,5.6,-5.2,46.6,11.8,5.0,,0.0,0,14,0,2013-11-01,Lubelskie
1399,252180080,KO£UDA WIELKA,2013,11,13.8,7.7,-3.3,2.1,5.0,-3.3,38.0,7.4,8.0,,0.0,0,15,1,2013-11-01,Kujawsko-Pomorskie
1209,251190050,PUCZNIEW,2013,11,14.9,7.8,-3.4,2.6,5.0,-4.2,28.6,6.1,3.0,,1.0,1,16,2,2013-11-01,Łódzkie
442,249220040,DYNÓW,2013,11,16.4,8.9,-6.5,2.3,5.2,-7.2,97.3,35.8,5.0,,0.0,0,12,2,2013-11-01,Podkarpackie
1447,252200150,WARSZAWA-BIELANY,2013,11,15.4,8.4,-5.2,3.8,5.7,-7.2,30.0,8.0,3.0,,0.0,0,14,0,2013-11-01,Mazowieckie
1221,251200030,SKIERNIEWICE,2013,11,14.5,8.1,-4.8,3.1,5.4,-6.4,22.3,8.5,3.0,,0.0,0,14,0,2013-11-01,Łódzkie
1867,254200080,LIDZBARK WARMIÑSKI,2013,11,12.3,7.8,-4.5,2.4,5.1,-6.9,24.8,7.5,2.0,,0.0,0,18,0,2013-11-01,Warmińsko-Mazurskie
1868,254200080,LIDZBARK WARMIÑSKI,2013,12,9.0,4.9,-10.2,-0.1,2.5,-14.3,51.2,15.8,6.0,,31.0,9,11,7,2013-12-01,Warmińsko-Mazurskie
443,249220040,DYNÓW,2013,12,14.2,4.8,-9.2,-2.2,0.9,-11.1,13.9,6.8,9.0,,12.0,8,2,5,2013-12-01,Podkarpackie
1508,252220030,SZEPIETOWO,2013,12,8.4,3.5,-6.1,-0.5,1.3,-9.0,21.5,6.6,8.0,,2.0,6,8,7,2013-12-01,Podlaskie
850,250190390,KRAKÓW-OBSERWATORIUM,2013,12,14.9,6.4,-4.5,-0.7,2.2,-7.0,19.6,8.2,9.0,,1.0,2,5,4,2013-12-01,Małopolskie
1222,251200030,SKIERNIEWICE,2013,12,10.5,5.3,-4.7,0.2,2.5,-8.2,22.2,6.7,8.0,,3.0,3,10,4,2013-12-01,Łódzkie
1258,251210120,PU£AWY,2013,12,11.4,5.0,-4.4,-0.6,1.9,-7.5,16.1,3.9,8.0,,4.0,4,11,4,2013-12-01,Lubelskie
1352,252160230,WIELICHOWO,2013,12,11.5,7.1,-8.3,-1.2,2.6,-7.9,21.2,4.8,8.0,,1.0,2,9,3,2013-12-01,Wielkopolskie
1210,251190050,PUCZNIEW,2013,12,11.3,5.3,-6.0,-0.1,2.3,-10.6,24.3,5.7,8.0,,2.0,2,9,4,2013-12-01,Łódzkie
1436,252200120,LEGIONOWO,2013,12,11.2,5.1,-7.0,-0.2,2.4,-9.5,21.6,5.5,8.0,,1.0,2,11,3,2013-12-01,Mazowieckie
1448,252200150,WARSZAWA-BIELANY,2013,12,10.9,5.2,-5.1,0.7,2.7,-7.5,18.1,5.3,8.0,,2.0,2,7,3,2013-12-01,Mazowieckie
1484,252210050,PU£TUSK,2013,12,10.5,4.4,-6.2,0.1,2.2,-8.7,25.6,6.8,5.0,,2.0,3,4,4,2013-12-01,Mazowieckie
1400,252180080,KO£UDA WIELKA,2013,12,9.0,5.0,-8.0,-0.4,2.3,-9.1,30.1,8.0,6.0,,15.0,3,12,4,2013-12-01,Kujawsko-Pomorskie
1205,251200030,SKIERNIEWICE,2014,1,10.4,0.4,-16.6,-4.1,-2.0,-16.0,47.8,8.6,17.0,,11.0,13,8,11,2014-01-01,Łódzkie
1379,252180080,KO£UDA WIELKA,2014,1,9.9,-0.2,-17.8,-5.1,-2.7,-18.5,41.6,7.8,4.0,,4.0,17,9,10,2014-01-01,Kujawsko-Pomorskie
1841,254200080,LIDZBARK WARMIÑSKI,2014,1,8.4,-1.4,-22.9,-6.7,-3.9,-27.3,55.0,10.0,10.0,,7.0,17,9,10,2014-01-01,Warmińsko-Mazurskie
1331,252160230,WIELICHOWO,2014,1,11.8,3.1,-14.7,-3.9,-0.6,-14.9,47.6,7.5,14.0,,5.0,12,16,9,2014-01-01,Wielkopolskie
1241,251210120,PU£AWY,2014,1,9.2,0.3,-18.8,-4.6,-2.3,-19.3,54.0,9.7,17.0,,18.0,14,9,12,2014-01-01,Lubelskie
1427,252200150,WARSZAWA-BIELANY,2014,1,9.4,-0.2,-18.0,-4.4,-2.6,-18.7,42.8,7.2,17.0,,16.0,16,7,12,2014-01-01,Mazowieckie
1463,252210050,PU£TUSK,2014,1,8.6,-0.9,-19.7,-5.5,-3.4,-21.6,52.3,10.0,17.0,,23.0,17,8,9,2014-01-01,Mazowieckie
1194,251190050,PUCZNIEW,2014,1,10.3,1.1,-16.3,-3.3,-1.3,-16.5,47.1,8.0,4.0,,4.0,8,10,11,2014-01-01,Łódzkie
1415,252200120,LEGIONOWO,2014,1,10.1,-0.4,-19.5,-5.5,-3.0,-22.2,51.8,7.2,17.0,,20.0,16,10,11,2014-01-01,Mazowieckie
432,249220040,DYNÓW,2014,1,11.0,2.0,-15.5,-2.8,-0.6,-15.8,29.9,4.9,19.0,,16.0,9,11,8,2014-01-01,Podkarpackie
840,250190390,KRAKÓW-OBSERWATORIUM,2014,1,10.2,2.6,-13.2,-2.7,-0.4,-14.9,46.1,7.3,21.0,,11.0,10,11,8,2014-01-01,Małopolskie
1487,252220030,SZEPIETOWO,2014,1,9.4,-1.6,-21.1,-6.6,-4.4,-24.8,38.7,8.9,5.0,,19.0,17,8,6,2014-01-01,Podlaskie
1380,252180080,KO£UDA WIELKA,2014,2,10.8,7.0,-5.5,-1.2,2.5,-6.6,7.4,6.4,15.0,,3.0,4,3,0,2014-02-01,Kujawsko-Pomorskie
1842,254200080,LIDZBARK WARMIÑSKI,2014,2,10.5,5.3,-9.2,-1.9,1.6,-14.9,14.1,7.4,15.0,,7.0,7,9,0,2014-02-01,Warmińsko-Mazurskie
433,249220040,DYNÓW,2014,2,12.4,6.8,-17.9,-2.5,1.3,-18.6,30.8,7.2,11.0,,14.0,7,11,0,2014-02-01,Podkarpackie
1332,252160230,WIELICHOWO,2014,2,13.3,9.6,-4.8,-1.6,3.2,-5.8,7.4,3.4,15.0,,1.0,1,7,1,2014-02-01,Wielkopolskie
1464,252210050,PU£TUSK,2014,2,11.0,5.2,-15.3,-2.5,0.8,-20.5,18.9,6.4,15.0,,21.0,10,6,0,2014-02-01,Mazowieckie
1416,252200120,LEGIONOWO,2014,2,11.1,6.2,-13.0,-2.5,1.3,-16.4,16.1,4.9,9.0,,17.0,9,7,0,2014-02-01,Mazowieckie
1242,251210120,PU£AWY,2014,2,11.0,6.3,-11.8,-1.9,1.7,-20.8,20.9,12.5,12.0,,15.0,11,4,1,2014-02-01,Lubelskie
1428,252200150,WARSZAWA-BIELANY,2014,2,10.8,6.3,-9.0,-0.8,2.2,-11.8,13.2,4.1,9.0,,16.0,11,6,0,2014-02-01,Mazowieckie
1206,251200030,SKIERNIEWICE,2014,2,10.5,6.5,-9.1,-1.4,1.9,-12.4,18.4,7.0,9.0,,10.0,8,7,0,2014-02-01,Łódzkie
841,250190390,KRAKÓW-OBSERWATORIUM,2014,2,14.2,8.9,-8.1,-1.2,3.0,-10.4,20.1,7.6,12.0,,9.0,6,8,1,2014-02-01,Małopolskie
1488,252220030,SZEPIETOWO,2014,2,9.4,3.5,-12.8,-2.8,0.1,-16.3,27.5,11.2,10.0,,18.0,10,7,1,2014-02-01,Podlaskie
1195,251190050,PUCZNIEW,2014,2,11.8,8.1,-4.9,-0.7,2.9,-8.1,10.2,6.6,9.0,,4.0,3,4,0,2014-02-01,Łódzkie
1489,252220030,SZEPIETOWO,2014,3,19.7,10.3,-4.2,1.2,5.3,-8.0,26.9,7.4,24.0,,1.0,1,6,3,2014-03-01,Podlaskie
1429,252200150,WARSZAWA-BIELANY,2014,3,22.9,12.1,-2.3,3.2,7.1,-5.4,31.8,12.8,24.0,,0.0,0,10,0,2014-03-01,Mazowieckie
1417,252200120,LEGIONOWO,2014,3,22.6,11.8,-5.4,1.7,6.3,-7.4,33.0,12.6,24.0,,0.0,0,10,0,2014-03-01,Mazowieckie
1843,254200080,LIDZBARK WARMIÑSKI,2014,3,20.5,10.2,-4.2,0.3,5.0,-10.3,55.7,15.7,24.0,,5.0,1,10,2,2014-03-01,Warmińsko-Mazurskie
1243,251210120,PU£AWY,2014,3,21.4,11.8,-4.2,1.9,6.4,-5.6,32.8,14.5,24.0,,0.0,0,9,0,2014-03-01,Lubelskie
1465,252210050,PU£TUSK,2014,3,21.8,11.4,-3.8,2.0,6.1,-7.3,45.2,16.3,24.0,,0.0,0,6,2,2014-03-01,Mazowieckie
1381,252180080,KO£UDA WIELKA,2014,3,21.6,11.2,-2.7,2.2,6.0,-5.2,48.1,16.9,23.0,,0.0,0,12,0,2014-03-01,Kujawsko-Pomorskie
434,249220040,DYNÓW,2014,3,19.5,11.2,-5.0,1.4,5.7,-6.2,44.5,13.4,16.0,,0.0,0,11,0,2014-03-01,Podkarpackie
1333,252160230,WIELICHOWO,2014,3,22.3,13.4,-5.6,0.4,6.2,-5.9,51.6,12.8,24.0,,0.0,0,9,1,2014-03-01,Wielkopolskie
842,250190390,KRAKÓW-OBSERWATORIUM,2014,3,23.4,13.1,-2.0,2.8,7.2,-6.0,28.4,10.8,16.0,,0.0,0,7,0,2014-03-01,Małopolskie
