,Kod stacji,Nazwa stacji,Rok,Miesiąc,Absolutna temperatura maksymalna (C),Średnia temperatura maksymalna (C),Absolutna temperatura minimalna,Średnia temperatura minimalna,Średnia temperatura miesięczna,Minimalna temperatura przy gruncie,Miesieczna suma opadów (mm),Maksymalna dobowa suma opadów,Pierwszy dzień wystapienia opadu maksymalnego,Ostatni dzień wystąpienia opadu maksymalnego,Maksymalna wysokość pokrywy śnieżnej (cm),Liczba dni z pokrywą śnieżną,Liczba dni z opadem deszczu,Liczba dni z opadem śniegu,Data,Województwo
1483,252220030,SZEPIETOWO,2012,1,9.0,-0.1,-22.2,-4.8,-2.7,-23.9,48.4,6.5,19.0,,18.0,18,5,16,2012-01-01,Podlaskie
1327,252160230,WIELICHOWO,2012,1,12.7,4.1,-12.4,-1.4,1.0,-15.8,70.4,8.1,20.0,,2.0,6,13,9,2012-01-01,Wielkopolskie
1243,251210120,PU£AWY,2012,1,9.5,3.1,-16.4,-3.3,-0.9,-18.8,42.1,6.6,5.0,,8.0,19,8,14,2012-01-01,Lubelskie
836,250190390,KRAKÓW-OBSERWATORIUM,2012,2,10.4,-2.0,-21.0,-9.0,-5.9,-23.9,30.4,8.8,15.0,,21.0,23,4,11,2012-02-01,Małopolskie
1863,254200080,LIDZBARK WARMIÑSKI,2012,2,7.7,-3.5,-27.3,-10.8,-7.2,-29.6,30.4,6.8,22.0,,15.0,25,5,14,2012-02-01,Warmińsko-Mazurskie
428,249220040,DYNÓW,2012,2,6.8,-4.4,-30.6,-14.0,-9.7,,33.1,7.7,4.0,,35.0,29,2,12,2012-02-01,Podkarpackie
1484,252220030,SZEPIETOWO,2012,2,7.0,-5.2,-29.8,-12.1,-8.8,-33.3,26.5,6.6,19.0,,21.0,25,4,12,2012-02-01,Podlaskie
1460,252210050,PU£TUSK,2012,2,10.3,-3.3,-26.6,-10.9,-7.3,-31.3,29.3,9.2,19.0,,14.0,24,4,8,2012-02-01,Mazowieckie
1244,251210120,PU£AWY,2012,2,13.3,-1.3,-24.0,-9.8,-6.3,-27.8,19.9,4.0,23.0,,11.0,23,3,11,2012-02-01,Lubelskie
1424,252200150,WARSZAWA-BIELANY,2012,2,10.4,-2.9,-22.2,-8.9,-6.3,-24.3,37.4,8.0,19.0,,17.0,24,4,9,2012-02-01,Mazowieckie
1196,251190050,PUCZNIEW,2012,2,9.5,-2.2,-21.9,-9.0,-6.1,-22.7,32.2,6.2,28.0,,18.0,13,4,10,2012-02-01,Łódzkie
1328,252160230,WIELICHOWO,2012,2,11.2,0.0,-22.8,-7.6,-4.2,-27.6,47.8,11.2,28.0,,14.0,11,10,11,2012-02-01,Wielkopolskie
1412,252200120,LEGIONOWO,2012,2,10.3,-3.0,-25.8,-9.9,-6.8,-26.9,30.7,8.7,19.0,,9.0,25,3,9,2012-02-01,Mazowieckie
1208,251200030,SKIERNIEWICE,2012,2,9.5,-2.3,-21.8,-9.2,-6.0,-26.1,28.2,5.4,19.0,,10.0,21,6,7,2012-02-01,Łódzkie
1376,252180080,KO£UDA WIELKA,2012,2,11.3,-1.4,-21.3,-8.3,-5.3,-21.8,27.4,7.2,28.0,,10.0,10,7,9,2012-02-01,Kujawsko-Pomorskie
1485,252220030,SZEPIETOWO,2012,3,18.2,7.9,-8.0,-0.5,3.2,-10.4,21.2,7.3,30.0,,0.0,0,5,4,2012-03-01,Podlaskie
1245,251210120,PU£AWY,2012,3,20.7,10.2,-6.6,0.9,4.9,-9.3,20.3,6.6,30.0,,0.0,0,6,2,2012-03-01,Lubelskie
1209,251200030,SKIERNIEWICE,2012,3,21.0,9.9,-6.8,1.3,5.0,-9.3,23.2,9.5,30.0,,0.0,0,9,0,2012-03-01,Łódzkie
1461,252210050,PU£TUSK,2012,3,19.3,9.5,-8.3,-0.7,3.9,-15.6,17.1,6.3,31.0,,0.0,0,5,1,2012-03-01,Mazowieckie
837,250190390,KRAKÓW-OBSERWATORIUM,2012,3,23.3,11.2,-8.0,0.9,5.3,-8.7,16.3,5.5,31.0,,0.0,0,7,4,2012-03-01,Małopolskie
1377,252180080,KO£UDA WIELKA,2012,3,19.9,10.2,-7.0,0.6,4.8,-10.0,8.8,2.7,30.0,,0.0,0,3,1,2012-03-01,Kujawsko-Pomorskie
1413,252200120,LEGIONOWO,2012,3,20.1,9.9,-8.1,0.1,4.3,-9.8,18.0,5.1,31.0,,0.0,0,7,0,2012-03-01,Mazowieckie
1864,254200080,LIDZBARK WARMIÑSKI,2012,3,17.0,7.9,-8.7,-1.1,3.0,-11.1,29.1,6.3,31.0,,0.0,0,10,2,2012-03-01,Warmińsko-Mazurskie
1197,251190050,PUCZNIEW,2012,3,21.1,10.5,-9.2,0.3,4.6,-10.1,11.8,5.4,30.0,,0.0,0,6,1,2012-03-01,Łódzkie
429,249220040,DYNÓW,2012,3,17.4,9.2,-10.3,-0.3,3.8,,40.6,10.3,30.0,,3.0,1,9,1,2012-03-01,Podkarpackie
1425,252200150,WARSZAWA-BIELANY,2012,3,19.9,9.8,-6.6,1.2,5.0,-8.4,15.2,5.5,31.0,,0.0,0,6,1,2012-03-01,Mazowieckie
1329,252160230,WIELICHOWO,2012,3,21.9,12.1,-6.3,1.5,6.0,-11.1,16.6,7.5,29.0,,0.0,0,5,3,2012-03-01,Wielkopolskie
430,249220040,DYNÓW,2012,4,28.8,15.1,-6.2,3.6,9.0,-7.5,33.4,9.3,7.0,,0.0,0,12,1,2012-04-01,Podkarpackie
1246,251210120,PU£AWY,2012,4,30.3,15.6,-3.5,4.9,10.0,-6.9,34.3,20.5,15.0,,0.0,0,14,1,2012-04-01,Lubelskie
1486,252220030,SZEPIETOWO,2012,4,29.8,13.6,-4.6,2.9,7.9,-7.9,39.5,12.4,15.0,,0.0,0,9,1,2012-04-01,Podlaskie
1462,252210050,PU£TUSK,2012,4,30.4,14.4,-7.3,3.0,8.8,-8.6,55.5,20.0,15.0,,0.0,0,12,1,2012-04-01,Mazowieckie
1426,252200150,WARSZAWA-BIELANY,2012,4,30.5,15.0,-3.1,5.2,9.9,-5.9,70.6,20.5,15.0,,0.0,0,14,1,2012-04-01,Mazowieckie
1414,252200120,LEGIONOWO,2012,4,30.8,14.9,-4.9,3.9,9.3,-8.2,52.9,17.9,15.0,,0.0,0,16,0,2012-04-01,Mazowieckie
1198,251190050,PUCZNIEW,2012,4,30.3,15.2,-8.3,3.7,9.1,-9.3,24.3,10.1,15.0,,0.0,0,10,2,2012-04-01,Łódzkie
838,250190390,KRAKÓW-OBSERWATORIUM,2012,4,31.2,17.0,-3.5,5.3,10.7,-5.6,51.4,13.7,5.0,,0.0,0,12,2,2012-04-01,Małopolskie
1378,252180080,KO£UDA WIELKA,2012,4,30.3,14.6,-4.0,3.6,8.9,-8.0,18.7,6.4,15.0,,0.0,0,7,3,2012-04-01,Kujawsko-Pomorskie
1330,252160230,WIELICHOWO,2012,4,30.4,15.5,-6.3,2.6,8.8,-11.1,24.1,8.9,24.0,,0.0,0,9,0,2012-04-01,Wielkopolskie
1865,254200080,LIDZBARK WARMIÑSKI,2012,4,29.8,13.6,-6.2,2.5,8.0,-9.1,77.9,16.9,16.0,,3.0,1,10,4,2012-04-01,Warmińsko-Mazurskie
1210,251200030,SKIERNIEWICE,2012,4,30.1,15.0,-4.3,4.4,9.5,-6.9,52.6,17.6,15.0,,0.0,0,9,0,2012-04-01,Łódzkie
1463,252210050,PU£TUSK,2012,5,29.8,21.5,0.6,7.9,15.1,-2.4,53.2,18.6,15.0,,0.0,0,8,0,2012-05-01,Mazowieckie
1487,252220030,SZEPIETOWO,2012,5,27.8,20.5,1.7,8.2,14.2,-1.5,54.9,28.6,16.0,,0.0,0,12,0,2012-05-01,Podlaskie
1427,252200150,WARSZAWA-BIELANY,2012,5,30.0,21.7,2.4,10.0,15.8,0.4,46.8,21.1,15.0,,0.0,0,12,0,2012-05-01,Mazowieckie
1415,252200120,LEGIONOWO,2012,5,30.1,21.8,0.3,9.1,15.5,-1.4,42.1,18.4,15.0,,0.0,0,11,0,2012-05-01,Mazowieckie
1247,251210120,PU£AWY,2012,5,30.4,21.6,1.2,9.8,15.7,-1.0,35.8,17.8,16.0,,0.0,0,9,0,2012-05-01,Lubelskie
1866,254200080,LIDZBARK WARMIÑSKI,2012,5,28.6,19.7,-1.6,5.9,13.2,-4.2,52.8,15.5,16.0,,0.0,0,9,0,2012-05-01,Warmińsko-Mazurskie
1379,252180080,KO£UDA WIELKA,2012,5,29.7,22.0,2.3,8.7,15.3,-1.0,37.0,16.7,11.0,,0.0,0,8,0,2012-05-01,Kujawsko-Pomorskie
1331,252160230,WIELICHOWO,2012,5,30.7,22.1,-0.6,8.9,15.4,-0.8,89.2,32.3,5.0,,0.0,0,8,0,2012-05-01,Wielkopolskie
1211,251200030,SKIERNIEWICE,2012,5,30.4,21.7,0.7,9.4,15.6,-2.4,21.3,5.8,15.0,,0.0,0,8,0,2012-05-01,Łódzkie
431,249220040,DYNÓW,2012,5,29.7,20.7,3.0,7.6,13.9,1.6,81.7,26.6,16.0,,0.0,0,15,0,2012-05-01,Podkarpackie
839,250190390,KRAKÓW-OBSERWATORIUM,2012,5,30.8,22.4,1.6,10.3,16.0,0.8,28.0,8.3,6.0,,0.0,0,9,0,2012-05-01,Małopolskie
1199,251190050,PUCZNIEW,2012,5,30.4,21.9,-1.2,8.0,15.1,-1.5,32.4,14.2,31.0,,0.0,0,10,0,2012-05-01,Łódzkie
1464,252210050,PU£TUSK,2012,6,29.8,21.5,4.9,11.4,16.6,3.3,158.7,84.5,20.0,,0.0,0,14,0,2012-06-01,Mazowieckie
432,249220040,DYNÓW,2012,6,30.9,23.2,6.0,12.2,17.8,5.0,133.8,37.7,11.0,,0.0,0,19,0,2012-06-01,Podkarpackie
1428,252200150,WARSZAWA-BIELANY,2012,6,31.2,22.0,7.4,13.5,17.6,5.5,88.3,23.8,13.0,,0.0,0,16,0,2012-06-01,Mazowieckie
840,250190390,KRAKÓW-OBSERWATORIUM,2012,6,34.1,24.3,8.0,14.1,18.9,7.0,115.2,22.6,3.0,,0.0,0,17,0,2012-06-01,Małopolskie
1488,252220030,SZEPIETOWO,2012,6,27.8,20.7,3.3,10.9,15.9,2.5,136.5,55.9,20.0,,0.0,0,17,0,2012-06-01,Podlaskie
1416,252200120,LEGIONOWO,2012,6,31.3,22.0,5.5,12.4,17.3,3.7,88.9,17.0,20.0,,0.0,0,14,0,2012-06-01,Mazowieckie
1380,252180080,KO£UDA WIELKA,2012,6,28.7,21.2,5.0,11.4,16.2,1.4,128.4,33.7,20.0,,0.0,0,17,0,2012-06-01,Kujawsko-Pomorskie
1212,251200030,SKIERNIEWICE,2012,6,32.3,22.2,5.1,12.6,17.4,3.7,57.6,11.5,12.0,20.0,0.0,0,10,0,2012-06-01,Łódzkie
1248,251210120,PU£AWY,2012,6,31.2,22.6,3.5,13.3,17.9,0.8,72.9,10.3,12.0,,0.0,0,15,0,2012-06-01,Lubelskie
1867,254200080,LIDZBARK WARMIÑSKI,2012,6,30.0,19.9,4.0,9.6,15.0,1.0,125.8,26.9,21.0,,0.0,0,19,0,2012-06-01,Warmińsko-Mazurskie
1332,252160230,WIELICHOWO,2012,6,30.9,21.9,3.3,11.0,16.4,2.3,105.0,22.0,13.0,,0.0,0,19,0,2012-06-01,Wielkopolskie
1200,251190050,PUCZNIEW,2012,6,31.7,22.1,3.2,11.6,16.9,2.6,61.7,20.8,12.0,,0.0,0,16,0,2012-06-01,Łódzkie
1381,252180080,KO£UDA WIELKA,2012,7,32.9,24.9,7.5,14.2,19.6,6.8,100.7,16.5,7.0,,0.0,0,16,0,2012-07-01,Kujawsko-Pomorskie
433,249220040,DYNÓW,2012,7,33.2,27.0,7.0,14.1,20.3,6.0,69.4,13.3,4.0,,0.0,0,17,0,2012-07-01,Podkarpackie
1249,251210120,PU£AWY,2012,7,34.7,27.3,8.8,15.9,21.4,6.1,93.1,47.0,1.0,,0.0,0,15,0,2012-07-01,Lubelskie
1429,252200150,WARSZAWA-BIELANY,2012,7,34.3,27.0,10.5,16.1,21.5,8.6,56.7,10.7,1.0,,0.0,0,14,0,2012-07-01,Mazowieckie
1201,251190050,PUCZNIEW,2012,7,33.7,25.9,5.5,13.9,20.0,5.5,88.7,14.8,7.0,,0.0,0,16,0,2012-07-01,Łódzkie
1465,252210050,PU£TUSK,2012,7,32.8,25.9,7.5,14.0,20.1,5.8,86.3,34.5,1.0,,0.0,0,17,0,2012-07-01,Mazowieckie
1417,252200120,LEGIONOWO,2012,7,34.6,26.9,7.6,14.9,21.1,5.8,59.1,16.5,9.0,,0.0,0,13,0,2012-07-01,Mazowieckie
841,250190390,KRAKÓW-OBSERWATORIUM,2012,7,35.3,27.7,9.5,16.0,21.2,8.4,37.6,12.2,29.0,,0.0,0,14,0,2012-07-01,Małopolskie
1868,254200080,LIDZBARK WARMIÑSKI,2012,7,32.3,24.6,5.5,13.1,19.0,0.5,170.2,45.5,4.0,,0.0,0,19,0,2012-07-01,Warmińsko-Mazurskie
1213,251200030,SKIERNIEWICE,2012,7,34.4,26.7,8.8,14.7,20.7,5.3,71.1,32.8,1.0,,0.0,0,14,0,2012-07-01,Łódzkie
1333,252160230,WIELICHOWO,2012,7,32.8,25.4,6.7,13.6,19.4,6.0,126.9,23.8,28.0,,0.0,0,19,0,2012-07-01,Wielkopolskie
1489,252220030,SZEPIETOWO,2012,7,34.8,25.6,8.0,14.0,19.8,5.5,74.4,23.5,1.0,,0.0,0,14,0,2012-07-01,Podlaskie
1490,252220030,SZEPIETOWO,2012,8,31.8,22.9,6.9,12.5,17.3,5.5,104.5,42.7,6.0,,0.0,0,15,0,2012-08-01,Podlaskie
434,249220040,DYNÓW,2012,8,34.0,24.6,7.0,12.5,17.9,6.0,67.3,27.8,14.0,,0.0,0,11,0,2012-08-01,Podkarpackie
1430,252200150,WARSZAWA-BIELANY,2012,8,34.2,24.8,8.8,14.7,19.3,7.5,46.4,8.5,6.0,14.0,0.0,0,17,0,2012-08-01,Mazowieckie
1418,252200120,LEGIONOWO,2012,8,34.5,24.7,8.0,13.2,18.6,6.5,77.0,15.6,11.0,,0.0,0,14,0,2012-08-01,Mazowieckie
1382,252180080,KO£UDA WIELKA,2012,8,33.5,24.7,6.4,12.8,18.5,3.0,32.3,18.3,6.0,,0.0,0,12,0,2012-08-01,Kujawsko-Pomorskie
1334,252160230,WIELICHOWO,2012,8,34.9,25.6,4.2,12.8,18.7,3.9,60.4,16.9,30.0,,0.0,0,16,0,2012-08-01,Wielkopolskie
1250,251210120,PU£AWY,2012,8,36.1,24.8,8.5,14.0,19.0,6.2,87.9,33.6,6.0,,0.0,0,15,0,2012-08-01,Lubelskie
1214,251200030,SKIERNIEWICE,2012,8,34.8,25.1,7.8,13.3,19.0,4.4,64.3,28.7,6.0,,0.0,0,16,0,2012-08-01,Łódzkie
1202,251190050,PUCZNIEW,2012,8,35.7,25.5,4.0,12.4,18.5,3.7,32.6,11.5,6.0,,0.0,0,14,0,2012-08-01,Łódzkie
842,250190390,KRAKÓW-OBSERWATORIUM,2012,8,36.6,26.4,7.5,14.6,19.7,7.0,43.1,16.1,3.0,,0.0,0,15,0,2012-08-01,Małopolskie
1466,252210050,PU£TUSK,2012,8,33.1,24.4,7.5,12.0,18.0,5.3,48.8,16.5,6.0,,0.0,0,10,0,2012-08-01,Mazowieckie
1869,254200080,LIDZBARK WARMIÑSKI,2012,8,30.0,22.9,7.2,12.4,17.4,2.5,90.7,24.1,6.0,,0.0,0,16,0,2012-08-01,Warmińsko-Mazurskie
843,250190390,KRAKÓW-OBSERWATORIUM,2012,9,31.0,21.9,3.3,10.4,15.1,2.9,32.8,7.2,27.0,,0.0,0,12,0,2012-09-01,Małopolskie
1467,252210050,PU£TUSK,2012,9,28.8,19.9,0.7,9.2,13.9,-0.7,45.1,15.1,12.0,,0.0,0,10,0,2012-09-01,Mazowieckie
1251,251210120,PU£AWY,2012,9,29.2,20.9,1.3,10.2,14.7,-1.3,20.8,5.3,5.0,,0.0,0,10,0,2012-09-01,Lubelskie
1383,252180080,KO£UDA WIELKA,2012,9,30.6,19.8,3.9,9.4,14.0,2.0,27.1,7.5,12.0,,0.0,0,9,0,2012-09-01,Kujawsko-Pomorskie
1419,252200120,LEGIONOWO,2012,9,29.8,20.0,1.1,9.9,14.2,0.0,30.8,12.5,13.0,,0.0,0,9,0,2012-09-01,Mazowieckie
1215,251200030,SKIERNIEWICE,2012,9,30.4,20.5,1.1,9.8,14.5,-1.6,35.2,15.5,13.0,,0.0,0,9,0,2012-09-01,Łódzkie
1431,252200150,WARSZAWA-BIELANY,2012,9,30.1,20.4,4.3,11.2,15.0,2.1,33.9,12.4,13.0,,0.0,0,8,0,2012-09-01,Mazowieckie
1203,251190050,PUCZNIEW,2012,9,31.1,20.5,0.5,8.7,13.6,0.5,54.3,27.4,12.0,,0.0,0,9,0,2012-09-01,Łódzkie
1335,252160230,WIELICHOWO,2012,9,30.6,20.6,1.7,9.0,13.9,1.0,27.9,8.0,18.0,,0.0,0,9,0,2012-09-01,Wielkopolskie
1491,252220030,SZEPIETOWO,2012,9,27.8,19.0,1.7,9.4,13.5,0.0,22.2,4.6,12.0,,0.0,0,14,0,2012-09-01,Podlaskie
1870,254200080,LIDZBARK WARMIÑSKI,2012,9,29.4,18.8,2.4,9.4,13.7,-2.0,46.5,14.5,12.0,,0.0,0,13,0,2012-09-01,Warmińsko-Mazurskie
435,249220040,DYNÓW,2012,9,28.1,20.9,2.7,8.8,13.7,,41.1,19.2,20.0,,0.0,0,12,0,2012-09-01,Podkarpackie
1336,252160230,WIELICHOWO,2012,10,20.9,13.7,-6.3,3.8,7.8,-6.4,21.0,6.0,4.0,,0.0,0,10,2,2012-10-01,Wielkopolskie
1432,252200150,WARSZAWA-BIELANY,2012,10,22.0,13.0,-4.8,5.5,8.5,-9.0,64.4,30.6,16.0,,9.0,4,13,3,2012-10-01,Mazowieckie
1492,252220030,SZEPIETOWO,2012,10,17.2,10.8,-8.9,3.3,6.7,-12.9,50.8,13.8,27.0,,5.0,4,12,2,2012-10-01,Podlaskie
1384,252180080,KO£UDA WIELKA,2012,10,20.5,12.8,-5.5,4.6,8.1,-6.0,23.0,6.6,6.0,16.0,0.0,0,10,1,2012-10-01,Kujawsko-Pomorskie
1871,254200080,LIDZBARK WARMIÑSKI,2012,10,20.3,12.4,-5.5,4.5,7.9,-8.3,62.7,14.1,16.0,,0.0,0,15,1,2012-10-01,Warmińsko-Mazurskie
1468,252210050,PU£TUSK,2012,10,19.8,12.4,-6.9,3.4,7.4,-8.7,46.5,21.5,16.0,,10.0,4,11,1,2012-10-01,Mazowieckie
436,249220040,DYNÓW,2012,10,22.1,14.0,-1.2,4.5,8.2,-3.2,69.3,18.5,7.0,,0.0,0,16,2,2012-10-01,Podkarpackie
1420,252200120,LEGIONOWO,2012,10,20.9,12.8,-7.0,4.5,7.9,-11.7,61.9,27.1,16.0,,4.0,3,14,2,2012-10-01,Mazowieckie
1252,251210120,PU£AWY,2012,10,22.2,13.1,-3.4,4.6,8.1,-5.4,80.7,31.8,27.0,,1.0,2,11,4,2012-10-01,Lubelskie
844,250190390,KRAKÓW-OBSERWATORIUM,2012,10,24.4,15.0,-2.6,5.3,9.1,-4.2,103.6,23.8,27.0,,9.0,3,15,3,2012-10-01,Małopolskie
1204,251190050,PUCZNIEW,2012,10,22.3,13.6,-6.7,4.4,7.9,-6.6,51.8,17.1,16.0,,8.0,4,10,4,2012-10-01,Łódzkie
1216,251200030,SKIERNIEWICE,2012,10,21.4,13.3,-9.1,4.2,8.1,-12.1,48.9,16.1,16.0,,10.0,3,13,4,2012-10-01,Łódzkie
1253,251210120,PU£AWY,2012,11,13.9,8.5,-1.5,3.2,5.6,-3.5,29.0,11.5,5.0,,0.0,0,11,0,2012-11-01,Lubelskie
437,249220040,DYNÓW,2012,11,15.7,9.9,-4.1,2.8,5.9,-5.2,23.6,8.2,12.0,,0.0,0,11,0,2012-11-01,Podkarpackie
1872,254200080,LIDZBARK WARMIÑSKI,2012,11,11.0,7.5,-0.2,2.5,5.0,-2.5,67.2,14.8,29.0,,0.0,0,17,0,2012-11-01,Warmińsko-Mazurskie
1493,252220030,SZEPIETOWO,2012,11,12.8,7.2,-2.3,2.6,4.6,-2.9,43.2,18.3,5.0,,0.0,0,15,0,2012-11-01,Podlaskie
845,250190390,KRAKÓW-OBSERWATORIUM,2012,11,17.9,9.4,-2.6,3.3,5.8,-3.6,25.1,12.3,5.0,,0.0,0,13,0,2012-11-01,Małopolskie
1433,252200150,WARSZAWA-BIELANY,2012,11,14.4,8.5,0.2,4.4,6.1,-1.6,32.4,7.9,5.0,,0.0,0,12,0,2012-11-01,Mazowieckie
1205,251190050,PUCZNIEW,2012,11,14.2,8.7,-3.1,2.8,5.3,-3.0,28.4,6.2,4.0,,0.0,0,13,0,2012-11-01,Łódzkie
1469,252210050,PU£TUSK,2012,11,12.0,7.7,-2.2,2.5,5.1,-4.4,35.7,9.5,27.0,,0.0,0,14,0,2012-11-01,Mazowieckie
1217,251200030,SKIERNIEWICE,2012,11,14.0,8.4,-2.1,3.4,5.7,-2.4,28.4,8.6,5.0,,0.0,0,10,0,2012-11-01,Łódzkie
1385,252180080,KO£UDA WIELKA,2012,11,10.9,7.5,-1.3,2.5,4.9,-4.6,45.7,13.7,29.0,,0.0,0,14,0,2012-11-01,Kujawsko-Pomorskie
1337,252160230,WIELICHOWO,2012,11,12.2,8.6,-3.8,2.1,4.9,-5.6,47.4,12.5,29.0,,0.0,0,17,0,2012-11-01,Wielkopolskie
1421,252200120,LEGIONOWO,2012,11,13.9,8.3,-1.5,3.7,5.8,-3.5,32.7,8.8,4.0,,0.0,0,12,0,2012-11-01,Mazowieckie
1434,252200150,WARSZAWA-BIELANY,2012,12,8.0,-0.5,-15.1,-4.9,-2.9,-17.3,36.3,11.5,17.0,,15.0,23,2,12,2012-12-01,Mazowieckie
1386,252180080,KO£UDA WIELKA,2012,12,7.9,0.3,-13.8,-5.0,-2.3,-19.0,24.0,7.0,15.0,,7.0,13,5,8,2012-12-01,Kujawsko-Pomorskie
846,250190390,KRAKÓW-OBSERWATORIUM,2012,12,9.2,1.5,-13.4,-4.3,-1.8,-13.4,31.1,6.7,27.0,,8.0,16,5,12,2012-12-01,Małopolskie
1254,251210120,PU£AWY,2012,12,6.7,-0.4,-14.0,-5.8,-3.3,-19.8,30.4,5.0,15.0,,11.0,26,4,7,2012-12-01,Lubelskie
1470,252210050,PU£TUSK,2012,12,6.0,-1.2,-19.1,-7.0,-4.0,-25.1,27.8,10.5,17.0,,26.0,28,3,8,2012-12-01,Mazowieckie
1218,251200030,SKIERNIEWICE,2012,12,8.0,0.2,-14.5,-6.0,-2.8,-17.8,22.5,7.2,15.0,,3.0,14,5,7,2012-12-01,Łódzkie
1494,252220030,SZEPIETOWO,2012,12,5.5,-2.2,-21.6,-7.8,-5.3,-27.3,24.2,5.0,15.0,,36.0,29,3,13,2012-12-01,Podlaskie
1422,252200120,LEGIONOWO,2012,12,8.4,-0.7,-17.4,-5.7,-3.4,-18.3,37.6,12.1,17.0,,15.0,20,2,10,2012-12-01,Mazowieckie
438,249220040,DYNÓW,2012,12,8.3,0.1,-16.0,-6.2,-3.1,-16.7,33.1,11.2,15.0,,17.0,14,6,8,2012-12-01,Podkarpackie
1338,252160230,WIELICHOWO,2012,12,11.0,2.7,-15.9,-4.4,-1.0,-16.1,41.6,8.8,23.0,,20.0,15,5,10,2012-12-01,Wielkopolskie
1873,254200080,LIDZBARK WARMIÑSKI,2012,12,8.0,-0.6,-20.1,-6.5,-3.4,-23.6,25.8,4.3,31.0,,15.0,20,5,10,2012-12-01,Warmińsko-Mazurskie
1206,251190050,PUCZNIEW,2012,12,7.7,0.7,-14.0,-5.2,-2.3,-19.5,28.8,7.7,23.0,,8.0,11,6,9,2012-12-01,Łódzkie
1341,252160230,WIELICHOWO,2013,1,11.4,1.1,-17.1,-4.9,-1.9,-18.8,53.0,8.3,29.0,,16.0,20,11,14,2013-01-01,Wielkopolskie
1247,251210120,PU£AWY,2013,1,6.9,-0.8,-17.9,-5.5,-3.4,-21.9,63.8,12.0,21.0,,32.0,22,3,18,2013-01-01,Lubelskie
1211,251200030,SKIERNIEWICE,2013,1,8.0,-1.0,-16.4,-6.0,-3.4,-21.7,58.4,9.3,30.0,,27.0,21,6,15,2013-01-01,Łódzkie
1857,254200080,LIDZBARK WARMIÑSKI,2013,1,6.9,-2.4,-21.0,-7.7,-4.9,-26.1,35.2,9.3,30.0,,12.0,21,6,13,2013-01-01,Warmińsko-Mazurskie
1437,252200150,WARSZAWA-BIELANY,2013,1,7.6,-1.3,-14.0,-5.2,-3.4,-17.5,62.6,10.0,30.0,,26.0,22,3,18,2013-01-01,Mazowieckie
1473,252210050,PU£TUSK,2013,1,5.8,-2.0,-21.6,-7.6,-4.6,-24.1,40.2,8.2,30.0,,27.0,22,3,11,2013-01-01,Mazowieckie
1497,252220030,SZEPIETOWO,2013,1,6.0,-2.6,-22.7,-7.8,-5.3,-27.8,37.0,9.2,30.0,,24.0,24,6,14,2013-01-01,Podlaskie
1199,251190050,PUCZNIEW,2013,1,7.2,-1.0,-14.7,-5.7,-3.4,-20.4,63.6,9.5,30.0,,25.0,23,6,17,2013-01-01,Łódzkie
1425,252200120,LEGIONOWO,2013,1,7.4,-1.5,-17.0,-6.0,-3.8,-20.3,54.7,8.4,30.0,,26.0,22,4,18,2013-01-01,Mazowieckie
839,250190390,KRAKÓW-OBSERWATORIUM,2013,1,11.5,0.5,-10.2,-3.8,-1.9,-14.0,63.3,10.6,21.0,,24.0,25,4,20,2013-01-01,Małopolskie
1389,252180080,KO£UDA WIELKA,2013,1,8.7,-1.1,-14.8,-5.7,-3.4,-16.9,49.4,4.7,3.0,,12.0,22,7,13,2013-01-01,Kujawsko-Pomorskie
432,249220040,DYNÓW,2013,1,6.0,-0.5,-18.2,-5.6,-3.1,-19.0,68.9,16.8,21.0,,12.0,23,6,16,2013-01-01,Podkarpackie
1858,254200080,LIDZBARK WARMIÑSKI,2013,2,6.4,1.3,-9.7,-2.3,-0.8,-14.8,27.7,6.3,18.0,,20.0,21,1,8,2013-02-01,Warmińsko-Mazurskie
1342,252160230,WIELICHOWO,2013,2,8.5,2.4,-7.3,-1.9,0.0,-12.9,31.9,5.5,1.0,,13.0,10,6,14,2013-02-01,Wielkopolskie
1390,252180080,KO£UDA WIELKA,2013,2,6.9,1.5,-8.6,-2.4,-0.6,-8.6,31.8,9.2,18.0,,13.0,16,6,14,2013-02-01,Kujawsko-Pomorskie
1248,251210120,PU£AWY,2013,2,6.7,1.7,-9.3,-2.5,-0.6,-18.3,40.6,14.7,7.0,,30.0,28,3,8,2013-02-01,Lubelskie
1426,252200120,LEGIONOWO,2013,2,5.5,1.3,-8.0,-2.2,-0.6,-12.5,38.0,10.3,7.0,,19.0,21,5,10,2013-02-01,Mazowieckie
1438,252200150,WARSZAWA-BIELANY,2013,2,6.6,1.5,-7.4,-1.7,-0.3,-12.6,31.6,7.5,7.0,,19.0,21,4,8,2013-02-01,Mazowieckie
433,249220040,DYNÓW,2013,2,6.8,1.5,-11.9,-2.8,-0.9,-13.5,26.6,5.3,5.0,,10.0,20,5,9,2013-02-01,Podkarpackie
1474,252210050,PU£TUSK,2013,2,4.9,1.2,-9.6,-3.3,-1.0,-14.8,26.8,10.2,7.0,,30.0,21,1,7,2013-02-01,Mazowieckie
1200,251190050,PUCZNIEW,2013,2,6.8,1.4,-10.5,-2.4,-0.7,-14.9,27.4,7.0,19.0,,15.0,15,4,13,2013-02-01,Łódzkie
